;Unnamed: 0;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
5627;2995775;4002111672;AXK9326;NY;PAS;11/07/2013;5;4DSD;CHEVR;V;0;0;0;0;;0;0;0;;;1033A;;;;;NB 1ST AVE @ E 23RD;ST;0.0;1111.0;C;T;;;;GY;;2014.0;;0.0;;BUS LANE VIOLATION;;;
5644;3867665;7410364555;DSJ1419;NY;PAS;01/11/2014;40;4DSD;ACURA;T;0;0;0;20140608;50.0;50;50;356230;T201;X;0711A;;BX;I;W;Webb Ave;75ft S/of Reservoir;0.0;408.0;e2;;YYYYYYY;;;BK;;1993.0;;8.0;M -;40-Fire Hydrant;;;
5647;2357151;7698648047;EBZ8760;NY;PAS;10/17/2013;70;4DSD;NISSA;T;36230;14380;73030;20130823;63.0;63;63;347654;T302;A;1149A;;K;O;1613;E 32nd St;;0.0;408.0;j3;;YYYYYYY;;;BK;;2004.0;;0.0;11 -;70A-Reg. Sticker Expired (NYS);;;
5648;5078462;7757511513;FHM3677;NY;PAS;12/30/2013;38;4DSD;NISSA;T;26850;0;0;20150302;105.0;105;105;353451;T402;B;0601P;;Q;I;E;219th St;45ft N/of Jamaica Av;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;1997.0;;0.0;15 -;38-Failure to Display Muni Rec;;;
5653;7544388;7109960584;CYN5768;NY;PAS;05/01/2014;71;4DSD;TOYOT;T;54580;0;0;20140829;109.0;109;109;358580;T401;J;0809P;;Q;I;E;Main St;50ft N/of Elder Ave;0.0;408.0;j6;;YYYYYYY;;;SILVE;;2003.0;;0.0;01-P;71A-Insp Sticker Expired (NYS);;;
5656;5554865;7575385484;FXK2810;NY;PAS;02/22/2014;50;4DSD;KIA;T;0;0;0;20150101;105.0;105;105;355054;T402;L;1022A;;Q;I;E;252nd St;0ft S/of 80th Ave;0.0;408.0;e5;;;;;BL;;2007.0;;0.0;I 42;50-Crosswalk;;;
5665;4827776;7730239279;DYN2933;NY;PAS;12/21/2013;38;4DSD;HONDA;T;40930;72730;5780;20150530;77.0;77;77;358621;T301;E;0135P;;K;O;300;Flatbush Ave;;0.0;408.0;h1;;Y;1000A;0700P;GY;;2007.0;;0.0;19 -;38-Failure to Display Muni Rec;;;
5666;7317430;8000202566;ELG8068;NY;PAS;04/01/2014;71;4DSD;HYUND;T;5830;5680;5780;20140826;78.0;78;78;357726;T302;R;0457P;;K;F;454;7th St;;0.0;408.0;j6;;YYYYYYY;;;GY;;2013.0;;0.0;60 3;71A-Insp Sticker Expired (NYS);;;
5669;525278;7175912158;U13CXK;NJ;PAS;08/14/2013;38;4DSD;DODGE;T;27590;16310;29890;88888888;9.0;9;9;355323;T101;G;0355P;;NY;O;130;Orchard St;;0.0;408.0;h1;;Y;0900A;0700P;SILVE;;0.0;;0.0;35 -;38-Failure to Display Muni Rec;;;
5670;6393479;7514388886;WUF5933;VA;PAS;03/22/2014;38;4DSD;NISSA;T;42730;26830;41930;20140188;79.0;79;79;345440;T301;N;0817A;;K;F;1124;Fulton St;;0.0;408.0;h1;;Y;0800A;0700P;BLUE;;0.0;;0.0;09 3;38-Failure to Display Muni Rec;;;
5671;134913;7088583501;ETF6610;NY;PAS;07/30/2013;37;4DSD;BMW;T;54050;35180;35230;20130809;61.0;61;61;358598;T302;I;0449P;0425P;K;F;925;Kings Hwy;;0.0;408.0;h1;;Y;0800A;0700P;GY;;2012.0;305-1311;0.0;04 -;37-Expired Muni Meter;;;
5672;222734;7310122197;GGD1445;NY;PAS;08/02/2013;48;4DSD;NISSA;T;51030;94830;89530;20150419;76.0;76;76;357743;T302;I;1212P;;K;O;178;Hoyt St;;0.0;408.0;e9;;;;;BK;;2013.0;;0.0;55 -;48-Bike Lane;;;
5676;6115174;7368459292;746212;DE;PAS;03/13/2014;40;4DSD;VOLKS;T;18570;10110;10010;20150988;19.0;19;19;346071;T108;N;0143A;;NY;O;333;E 79th St;;0.0;408.0;e2;;YYYYYYY;;;GREY;;0.0;;0.0;01A;40-Fire Hydrant;;;
5680;1767668;7474381527;AUB8863;NY;PAS;09/27/2013;70;4DSD;FORD;T;19990;18090;18240;20130926;106.0;106;106;356537;T402;P;0257P;;Q;F;89-01;107th Ave;;0.0;408.0;j3;;YYYYYYY;;;GR;;0.0;;0.0;O -;70A-Reg. Sticker Expired (NYS);;;
5689;5560906;5072812601;GBM6146;NY;PAS;02/22/2014;7;4DSD;ME/BE;V;0;0;0;0;;0;0;0;;;0713P;;;;;QUEENS BLVD. (E/B) @;JACOBUS ST.-U6-3;0.0;1111.0;D;T;;;;GY;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5691;8308265;7905985830;SUNNY136;NY;OML;05/28/2014;31;4DSD;LINCO;T;10510;34630;34650;20140630;18.0;18;18;351202;T106;E;1202P;;NY;F;1133;6th Ave;;0.0;408.0;l3;;YYYYY;0700A;0600P;BLACK;;0.0;;0.0;09 6;31-No Stand (Com. Mtr. Zone);;;
5693;8438447;7777598508;GMX4044;NY;PAS;06/02/2014;21;4DSD;VOLKS;T;70420;26340;76950;20160217;40.0;40;40;356316;T201;N;0909A;;BX;F;773;Union Ave;;0.0;408.0;d1;;Y  Y;0900A;1030A;GR;;1999.0;;0.0;I 21;21-No Parking (street clean);;;
5695;8712177;7973141911;GMZ9046;NY;PAS;06/11/2014;40;4DSD;BUICK;T;10210;19090;19110;20160330;23.0;23;23;356184;T103;F;0125P;;NY;F;1932;3rd Ave;;0.0;408.0;e2;;YYYYYYY;;;WH;;2005.0;;0.0;CC1;40-Fire Hydrant;;;
5697;4101452;7658564096;FWT3248;NY;PAS;01/19/2014;14;4DSD;CHEVR;T;12210;17050;17070;20140305;9.0;9;9;341292;T800;A2;0134A;;NY;F;41;Avenue B;;0.0;408.0;c;;Y   YYY;1100P;0600A;GL;;2011.0;;0.0;C -;14-No Standing;;;
5698;4624678;7949160962;ZKG83N;NJ;PAS;12/10/2013;31;4DSD;TOYOT;T;30790;16150;13610;88888888;5.0;5;5;355699;T101;B;1233P;;NY;F;83;Spring St;;0.0;408.0;l3;;YYYYY;0800A;0600P;RED;;0.0;;0.0;21 -;31-No Stand (Com. Mtr. Zone);;;
5700;3598578;7707956175;FZN4088;NY;PAS;11/29/2013;14;4DSD;BMW;T;10110;17890;17910;20140731;17.0;17;17;330001;T503;B1;0717A;;NY;O;847;2nd Ave;;0.0;408.0;c;;YYYYY;0700A;1000A;BK;;2010.0;;0.0;17 -;14-No Standing;;;
5702;4543719;7582739358;GCJ1478;NY;PAS;12/07/2013;71;4DSD;BMW;T;67840;53520;47520;20140708;45.0;45;45;358565;T202;A;1151A;;BX;F;2015;Tenbroeck Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2003.0;;0.0;09A;71A-Insp Sticker Expired (NYS);;;
5706;8313260;4600427786;FZC9649;NY;PAS;05/28/2014;36;4DSD;AUDI;V;0;0;0;0;;0;0;0;;;0837A;;;;;NB SOUNDVIEW AV LACO;MBE AV - BEACH AV;0.0;1180.0;B;T;;;;GY;;2007.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
5714;6329138;7109946824;ESH7579;NY;PAS;03/20/2014;20;4DSD;INFIN;T;8740;8690;8790;20150628;114.0;114;114;331904;T401;L;0748A;;Q;F;36-27;36th St;;0.0;408.0;d;;YYYYY;0700A;0400P;BK;;2004.0;;0.0;R 41;20A-No Parking (Non-COM);;;
5716;5961891;7502675474;BYNT78;FL;PAS;03/07/2014;38;4DSD;NS/OT;T;27530;73220;53830;20140288;84.0;84;84;358864;T301;D;0343P;;K;F;99;Clinton St;;0.0;408.0;h1;;Y;0800A;0700P;BLACK;;0.0;;0.0;03 3;38-Failure to Display Muni Rec;;;
5717;6695164;7018539780;GBH1688;NY;PAS;04/15/2014;70;4DSD;DODGE;T;8620;28620;67020;88888888;47.0;47;47;357686;T202;Q;0145P;;BX;O;3978;Amundson Ave;;0.0;408.0;j3;;;;;BLACK;;0.0;;0.0;M 23;70-Reg. Sticker Missing (NYS);;;
5718;2670012;7121060190;FFZ2296;NY;PAS;10/28/2013;21;4DSD;JEEP;T;24290;40690;42120;20140829;109.0;109;109;345223;T401;M;1125A;;Q;F;36-11;165th St;;0.0;408.0;d1;;Y;1100A;1230A;WH;;2008.0;;0.0;B -;21-No Parking (street clean);;;
5721;3315655;7688740071;GDK7820;NY;PAS;11/19/2013;37;4DSD;HONDA;T;0;40404;40404;20150205;109.0;109;109;358124;T401;H;0114P;0104P;Q;I;;Flushing Lot #1;;20131119.0;408.0;h1;;Y;0600A;1000P;TN;;2013.0;471-0115;0.0;50-A;37-Expired Muni Meter;;;
5722;2998541;7040576491;V95DLH;NJ;PAS;11/08/2013;50;4DSD;LEXUS;T;0;0;0;88888888;66.0;66;66;357043;T302;K;0154P;;K;I;E;50th St;0ft S/of 18th Ave;0.0;408.0;e5;;;;;WHITE;;0.0;;0.0;40 -;50-Crosswalk;;;
5723;1843108;7889050756;CJF8157;NY;PAS;09/30/2013;14;4DSD;NS/OT;T;10110;0;0;20150416;9.0;9;9;358944;T102;L;0603P;;NY;I;W;2nd Ave;40ft N/of E 15th St;0.0;408.0;c;;YYYYY;0200P;0700P;BLACK;;2010.0;;0.0;38 -;14-No Standing;;;
5727;1103377;4001755490;LDFW;NY;SRF;09/04/2013;5;4DSD;LEXUS;V;6110;40404;40404;0;;0;0;0;;;0215P;;;;;NB 1ST AVE @ 86TH ST;;0.0;1111.0;C;T;;;;GY;;2005.0;;0.0;;BUS LANE VIOLATION;;;
5728;2944325;7117103115;DGN2008;IL;PAS;11/06/2013;21;4DSD;BUICK;T;35530;14330;14380;20130088;70.0;70;70;331331;T302;Q;1159A;;K;F;1526;E 16th St;;0.0;408.0;d1;;Y;1130A;0100P;GREY;;0.0;;0.0;R -;21-No Parking (street clean);;;
5735;533375;7906367080;33602MD;NY;COM;08/14/2013;69;4DSD;FORD;T;32670;17890;17910;20150531;14.0;14;14;349905;T106;M;0132P;;NY;F;71;Vanderbilt Ave;;0.0;408.0;h1;;Y;;;GY;;2013.0;;0.0;20 -;69-Failure to Disp Muni Recpt;;;
5742;3355152;7787502150;LTY48P;NJ;PAS;11/20/2013;20;4DSD;INFIN;T;17270;12210;12310;88888888;9.0;9;9;353194;T105;M;0706A;;NY;F;612;E 14th St;;0.0;408.0;d;;Y;0700A;1000A;GOLD;;0.0;;0.0;P -;20A-No Parking (Non-COM);;;
5748;2678835;7738642312;DT13166;PA;PAS;10/28/2013;14;4DSD;ME/BE;T;23930;0;0;20140388;90.0;90;90;350428;T301;M;0710A;;K;I;N;Bushwick Ave;40ft E/of Moore St;0.0;408.0;c;;YYYYY;0700A;1000A;WHITE;;0.0;;0.0;R -;14-No Standing;;;
5750;5439835;7765439571;FYS1953;NY;999;02/18/2014;51;4DSD;HONDA;T;23130;67350;27272;88888888;105.0;105;105;350438;T402;L;0830A;;Q;O;255-43;148th Rd;;0.0;408.0;e3;;;;;GREY;;0.0;;0.0;K 42;51-Sidewalk;;;
5752;154550;7214310466;GED4749;NY;PAS;07/31/2013;40;4DSD;TOYOT;T;31830;41930;18630;20150204;77.0;77;77;355251;T301;O;0141P;;K;O;1058;Dean St;;0.0;408.0;e2;;YYYYYYY;;;TN;;1999.0;;0.0;J -;40-Fire Hydrant;;;
5754;1607965;7628563030;JJY6306;PA;PAS;09/22/2013;40;4DSD;MAZDA;T;16290;0;0;20140788;115.0;115;115;358602;T401;P;1157A;;Q;I;N;78th St;30ft E/of 46th Ave;0.0;408.0;e2;;YYYYYYY;;;BLACK;;0.0;;7.0;20 -;40-Fire Hydrant;;;
5755;609339;7922072867;FHP9466;NY;PAS;08/16/2013;38;4DSD;FORD;T;16110;33910;13310;20130930;6.0;6;6;357088;T101;F;0740P;;NY;O;11;Cornelia St;;0.0;408.0;h1;;Y;0800A;1000P;BLACK;;2013.0;;0.0;95 -;38-Failure to Display Muni Rec;;;
5756;420545;5070031260;FHH5589;NY;PAS;08/09/2013;7;4DSD;CHEVR;V;0;0;0;0;;0;0;0;;;1132A;;;;;BRUCKNER BLVD.(E/B)@;BRONX RIVER PKWY RAM;0.0;1111.0;D;T;;;;GY;;2011.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5757;6832034;7632333319;GCJ8477;NY;PAS;04/12/2014;38;4DSD;FORD;T;8540;7790;7990;20141111;114.0;114;114;358891;T401;R;0415P;;Q;F;30-06;34th St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2013.0;;0.0;25 4;38-Failure to Display Muni Rec;;;
5760;9023795;7126797102;ERU2328;NY;PAS;06/23/2014;37;4DSD;HONDA;T;35690;8990;9140;20150515;111.0;111;111;357781;T401;Q;1103A;1057A;Q;F;38-15;Bell Blvd;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;2012.0;421-8703;0.0;43 4;37-Expired Muni Meter;;;
5766;1063254;7372054722;FBT6572;NY;OMS;09/03/2013;31;4DSD;CHEVR;T;17750;10410;25390;20130930;14.0;14;14;330898;T108;G;0427P;;NY;O;3;E 38th St;;0.0;408.0;l3;;Y;0700A;0700P;BL;;2012.0;;0.0;01 -;31-No Stand (Com. Mtr. Zone);;;
5770;2307196;7091277922;GAK4384;NY;PAS;10/16/2013;20;4DSD;LEXUS;T;6340;0;0;20140917;114.0;114;114;355149;T401;X;0213P;;Q;I;S;19th Rd;5ft E/of 80th St;0.0;408.0;d;;YYYYYYY;;;DKR;;2007.0;;0.0;H -;20A-No Parking (Non-COM);;;
5775;7871083;7110763304;FXD6088;NY;PAS;05/12/2014;71;4DSD;MITSU;T;37290;8390;8540;20131229;114.0;114;114;356495;T401;C;0102P;;Q;F;33-12;Broadway;;0.0;408.0;j6;;YYYYYYY;;;TN;;2001.0;;0.0;24 4;71A-Insp Sticker Expired (NYS);;;
5783;8961185;7759539230;351131N;NJ;PAS;06/20/2014;21;4DSD;ACURA;T;33720;62200;47085;88888888;100.0;100;100;345475;T402;M;0903A;;Q;O;163;Beach 108th St;;0.0;408.0;d1;;Y;0830A;1000A;SILVE;;0.0;;0.0;Q 42;21-No Parking (street clean);;;
5785;1669101;7576311204;FPL3516;NY;PAS;09/24/2013;21;4DSD;HONDA;T;67120;15920;73420;20150812;43.0;43;43;355498;T202;X;1138A;;BX;F;1040;Stratford Ave;;0.0;408.0;d1;;Y  Y;1130A;0100P;GY;;2011.0;;0.0;F -;21-No Parking (street clean);;;
5787;8649389;7057413762;EMJ1966;NY;PAS;06/09/2014;20;4DSD;HONDA;T;17330;0;0;20141225;13.0;13;13;356521;T102;A;0724A;;NY;I;S;E 17th St;12ft E/of Irving Pl;0.0;408.0;d;;YYYYY;0700A;0400P;TAN;;1996.0;;0.0;99 6;20A-No Parking (Non-COM);;;
5798;7933864;8001955710;GBN6225;NY;PAS;05/14/2014;38;4DSD;TOYOT;T;47290;14540;15090;88888888;104.0;104;104;355608;T401;J;0120P;;Q;F;70-09;Grand Ave;;0.0;408.0;h1;;Y;0900A;0700P;RED;;2009.0;;0.0;A 41;38-Failure to Display Muni Rec;;;
5801;8028158;7800296325;T612142C;NY;OMT;05/17/2014;46;4DSD;LINCO;T;19690;40090;35780;20140531;110.0;110;110;348516;T401;M;0616A;;Q;F;49-07;103rd St;;0.0;408.0;f1;;;;;BLACK;;2004.0;;0.0;P 41;46A-Double Parking (Non-COM);;;
5802;308344;7582260661;ADC8418;NY;PAS;08/05/2013;46;4DSD;CHRYS;T;0;0;0;20150226;43.0;43;43;356325;T202;O;0951A;;BX;I;W;Bolton Ave;50ft S/of Story Ave;0.0;408.0;f1;;;;;SILVE;;2011.0;;0.0;D -;46A-Double Parking (Non-COM);;;
5803;7486836;7219187348;FSS5356;NY;PAS;04/29/2014;20;4DSD;ME/BE;T;44430;53980;40930;20141215;70.0;70;70;359576;T302;R;0152P;;K;F;2808;Glenwood Rd;;0.0;408.0;d;;YYYYY;0800A;0400P;GREY;;2012.0;;0.0;08 3;20A-No Parking (Non-COM);;;
5807;2999619;7088199762;453DDC;NY;SPO;11/08/2013;21;4DSD;DODGE;T;24830;86730;28430;20140115;76.0;76;76;332073;T302;L;0915A;;K;F;20;Carroll St;;0.0;408.0;d1;;Y;0900A;1030A;GY;;2005.0;;0.0;D1 -;21-No Parking (street clean);;;
5809;4042311;7585669847;RPL14X;NJ;PAS;01/17/2014;14;4DSD;FORD;T;15710;35710;35770;88888888;24.0;24;24;345997;T108;E;1102A;;NY;F;795;Columbus Ave;;0.0;408.0;c;;YYYYYYY;0700A;0400P;BLUE;;0.0;;0.0;01 -;14-No Standing;;;
5812;8105932;7331546302;BLI5150;GA;PAS;05/20/2014;21;4DSD;DODGE;T;67620;71120;52220;20150388;49.0;49;49;355598;T202;O;0914A;;BX;F;1722;Taylor Ave;;0.0;408.0;d1;;Y  Y;0830A;1000A;WHITE;;0.0;;0.0;C 22;21-No Parking (street clean);;;
5814;3268305;7160592815;FEC5326;NY;PAS;11/17/2013;71;4DSD;LEXUS;T;17390;70407;48590;20150719;120.0;120;120;351310;T303;F;1136A;;R;O;312;Bard Ave;;0.0;408.0;j6;;YYYYYYY;;;WH;;2002.0;;0.0;04-A;71A-Insp Sticker Expired (NYS);;;
5819;8943354;7528785570;EUH8718;NY;PAS;06/19/2014;38;4DSD;HONDA;T;64330;75530;81330;20150809;84.0;84;84;357044;T301;S;0614P;;K;F;50;Nevins St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2009.0;;0.0;06 3;38-Failure to Display Muni Rec;;;
5822;8652782;7314631268;DFN6833;NY;PAS;06/09/2014;46;4DSD;CHEVR;T;18550;10210;10110;88888888;19.0;19;19;358140;T103;N;0222P;;NY;O;212;E 78th St;;0.0;408.0;f1;;;;;GREEN;;2005.0;;0.0;C 77;46A-Double Parking (Non-COM);;;
5824;6942788;7965513420;GNW9243;NY;PAS;04/21/2014;20;4DSD;ME/BE;T;10510;14910;24290;20140610;5.0;5;5;358235;T105;E;1035P;;NY;F;220;6th Ave;;0.0;408.0;d;;YYYYYYY;;;BLACK;;2014.0;;0.0;131;20A-No Parking (Non-COM);;;
5833;901909;7089970978;GCU8330;NY;PAS;08/28/2013;38;4DSD;HONDA;T;61890;59890;39890;20141020;104.0;104;104;357787;T401;H;0123P;;Q;F;819;Seneca Ave;;0.0;408.0;h1;;Y;0800A;0700P;WH;;2012.0;;0.0;62-A;38-Failure to Display Muni Rec;;;
5837;925994;7901493926;CZX1902;NY;PAS;08/28/2013;14;4DSD;TOYOT;T;34570;13610;10610;20140926;14.0;14;14;358136;T102;M;0300P;;NY;F;151;W 40th St;;0.0;408.0;c;;YYYYY;0700A;0700P;SILVE;;2005.0;;0.0;MC -;14-No Standing;;;
5840;5634867;7440740830;EKU1806;NY;PAS;02/25/2014;71;4DSD;TOYOT;T;62290;42805;35780;20120804;106.0;106;106;358116;T402;P;0413P;;Q;F;92-25;Silver Rd;;0.0;408.0;j6;;YYYYYYY;;;GY;;2005.0;;0.0;P 42;71A-Insp Sticker Expired (NYS);;;
5845;8921068;7041316506;GGN6911;NY;PAS;06/19/2014;37;4DSD;NISSA;T;65320;10920;26550;20150613;41.0;41;41;359617;T202;F;0503P;0446P;BX;F;910;Southern Blvd;;0.0;408.0;h1;;Y;0830A;0700P;GY;;2012.0;203-3001;0.0;17P;37-Expired Muni Meter;;;
5846;741956;7639939628;GBZ1738;NY;PAS;08/22/2013;37;4DSD;NISSA;T;23140;49690;17790;20140906;103.0;103;103;358915;T402;T;1127A;1114A;Q;F;87-75;148th St;;20130822.0;408.0;h1;;YYYYY;0830A;0400P;WH;;2001.0;408-1924;0.0;03 -;37-Expired Muni Meter;;;
5847;4204923;7804983037;V61DVD;NJ;PAS;01/25/2014;50;4DSD;CHRYS;T;0;0;0;88888888;33.0;33;33;352070;T103;Q;0346P;;NY;I;W;St Nicholas Ave;0ft S/of W 167th St;0.0;408.0;e5;;;;;GREY;;0.0;;0.0;C -;50-Crosswalk;;;
5853;2751202;7098130072;FTX9106;NY;OMS;10/30/2013;40;4DSD;DODGE;T;8680;64730;42630;20140930;66.0;66;66;353406;T302;A;1052A;;K;F;1021;42nd St;;0.0;408.0;e2;;YYYYYYY;;;WH;;2012.0;;4.0;43 -;40-Fire Hydrant;;;
5857;4645987;7973554300;62020JT;NY;COM;12/21/2013;37;4DSD;TOYOT;T;35190;14510;15710;20140731;20.0;20;20;357737;T103;O;0929A;0923A;NY;O;62;W 71st St;;20131221.0;408.0;h1;;Y;0900A;0700P;RD;;2008.0;103-4487;0.0;28 -;37-Expired Muni Meter;;;
5860;6286853;7721507923;HTL4744;PA;PAS;03/19/2014;21;4DSD;NISSA;T;47192;10890;52400;20140088;110.0;110;110;354099;T401;L;0852A;;Q;F;51-59;Gorsline St;;0.0;408.0;d1;;Y;0830A;1000A;SILVE;;0.0;;0.0;Q 41;21-No Parking (street clean);;;
5864;2757018;7544254010;AGK8531;NY;PAS;10/30/2013;71;4DSD;CHRYS;T;61730;58730;85730;20131202;79.0;79;79;355665;T301;B;0951A;;K;O;327;Monroe St;;0.0;408.0;j6;;YYYYYYY;;;BK;;2001.0;;0.0;10 -;71A-Insp Sticker Expired (NYS);;;
5867;4427189;7091355015;P12BJH;NJ;PAS;12/21/2013;21;4DSD;NISSA;T;46190;12640;12490;88888888;104.0;104;104;340066;T401;M;0844A;;Q;R;60-45;Fresh Pond Rd;;0.0;408.0;d1;;Y;0830A;0900A;BLACK;;0.0;;0.0;L -;21-No Parking (street clean);;;
5868;3211795;7551151461;ZKU71L;NJ;PAS;11/15/2013;50;4DSD;CHEVR;T;0;0;0;88888888;90.0;90;90;337779;T301;A;1009A;;K;I;W;Broadway;0ft S/of Havemeyer S;0.0;408.0;e5;;;;;RED;;0.0;;0.0;14 -;50-Crosswalk;;;
5870;7880464;7857144472;973YXD;CT;PAS;05/12/2014;31;4DSD;HYUND;T;10210;18150;13113;20140088;17.0;17;17;355226;T106;F;0836A;;NY;F;974;3rd Ave;;0.0;408.0;l3;;Y;0700A;0400P;GREY;;0.0;;0.0;51 6;31-No Stand (Com. Mtr. Zone);;;
5872;7470821;5080254622;FPX6653;NY;PAS;04/23/2014;7;4DSD;DODGE;V;0;0;0;0;;0;0;0;;;0621P;;;;;CLOVE RD (N/B) @ CHE;SHIRE PL;0.0;1111.0;D;T;;;;GY;;2003.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5873;279234;7028152546;FPA8792;NY;PAS;08/04/2013;71;4DSD;TOYOT;T;16590;47040;59190;20150628;106.0;106;106;354034;T402;P;0911A;;Q;F;106-25;80th St;;0.0;408.0;j6;;YYYYYYY;;;GR;;0.0;;0.0;O -;71A-Insp Sticker Expired (NYS);;;
5886;9075765;7789452708;XBL1559;VA;PAS;06/25/2014;38;4DSD;HONDA;T;0;0;0;20140988;70.0;70;70;353173;T302;Q;0145P;;K;F;373;McDonough Ave;;0.0;408.0;h1;;Y;0900A;0700P;SILVE;;0.0;;0.0;R 32;38-Failure to Display Muni Rec;;;
5892;169697;7090871496;ARG1840;NY;PAS;07/31/2013;37;4DSD;BMW;T;67690;37290;54390;20131006;110.0;110;110;357800;T401;G;0159P;0152P;Q;F;85-03;Whitney Ave;;0.0;408.0;h1;;Y;0800A;0700P;GY;;0.0;441-3107;0.0;12 -;37-Expired Muni Meter;;;
5896;7694137;7098155573;EEE5038;NY;PAS;05/06/2014;70;4DSD;MAZDA;T;36130;54050;14380;20140424;63.0;63;63;353406;T302;A;0827A;;K;F;1503;E 29th St;;0.0;408.0;j3;;YYYYYYY;;;WH;;2004.0;;0.0;33 3;70A-Reg. Sticker Expired (NYS);;;
5899;6160573;7109945054;BNY3177;NY;PAS;03/14/2014;37;4DSD;TOYOT;T;15540;61090;9540;20140502;110.0;110;110;358645;T401;R;0113P;0104P;Q;O;40-04;73rd St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2002.0;412-9944;0.0;20 4;37-Expired Muni Meter;;;
5905;4819227;7582742631;FPJ1515;NY;PAS;12/26/2013;21;4DSD;NISSA;T;28470;77150;10620;20150807;47.0;47;47;358565;T202;A;1028A;;BX;F;761;E 228th St;;0.0;408.0;d1;;Y;0930A;1100A;WHITE;;2005.0;;0.0;19A;21-No Parking (street clean);;;
5906;3636649;7906745978;863HST;WI;PAS;11/30/2013;38;4DSD;NISSA;T;17470;0;0;88880088;13.0;13;13;355642;T102;M;0311P;;NY;I;S;E 24th St;30ft E/of 2nd Ave;0.0;408.0;h1;;Y;0830A;0700P;RED;;0.0;;0.0;99 -;38-Failure to Display Muni Rec;;;
5910;6404802;7644374176;EXR4829;NY;PAS;03/22/2014;70;4DSD;BUICK;T;6590;24340;24540;20140307;109.0;109;109;331832;T401;M;1024A;;Q;F;166-62;21st Ave;;0.0;408.0;j3;;YYYYYYY;;;GY;;2010.0;;0.0;B 41;70A-Reg. Sticker Expired (NYS);;;
5914;1380831;7445090733;GJB3424;NY;PAS;09/14/2013;37;4DSD;HONDA;T;51090;16590;45590;20150829;102.0;102;102;347671;T402;X;0620P;0613P;Q;F;80-28;Jamaica Ave;;0.0;408.0;h1;;Y;0900A;0700P;WH;;2009.0;431-3044;0.0;G -;37-Expired Muni Meter;;;
5925;9045058;7764717710;GEX2480;NY;PAS;06/24/2014;21;4DSD;DODGE;T;51090;20090;20190;20150307;102.0;102;102;343912;T402;L;0910A;;Q;F;107-14;Jamaica Ave;;0.0;408.0;d1;;Y;0900A;0930A;BK;;2004.0;;0.0;H 42;21-No Parking (street clean);;;
5930;621252;7989950686;PD102I;FL;PAS;08/17/2013;46;4DSD;HYUND;T;31190;37450;37470;20130088;34.0;34;34;358228;T103;L;0145P;;NY;F;1511;St Nicholas Ave;;0.0;408.0;f1;;;;;BLUE;;0.0;;0.0;03 -;46A-Double Parking (Non-COM);;;
5931;2690260;5071406895;FXX7612;NY;PAS;10/28/2013;7;4DSD;VOLKS;V;0;0;0;0;;0;0;0;;;1123A;;;;;ATLANTIC AVE.(W)@ BE;DFORD AVE.-K9-3;0.0;1111.0;D;T;;;;LTGY;;1999.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5938;5040463;5072271304;DHB5360;NY;PAS;12/31/2013;7;4DSD;SUBAR;V;0;0;0;0;;0;0;0;;;0517P;;;;;BRONX RIVER PKWY OFF;RAMP(S/B)@E/B BRUCK;0.0;1111.0;D;T;;;;WH;;2012.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5940;8194143;7078109065;GMW4642;NY;PAS;05/23/2014;37;4DSD;INFIN;T;33490;32910;28870;20140522;1.0;1;1;358947;T105;D;0412P;0402P;NY;F;130;Water St;;0.0;408.0;h1;;Y;0830A;1000P;GREY;;2013.0;111-4416;0.0;100;37-Expired Muni Meter;;;
5943;1954794;7548743956;EKR1326;NY;PAS;10/03/2013;70;4DSD;HONDA;T;75130;25530;58930;20130831;81.0;81;81;355075;T301;F;0210P;;K;O;148;Saratoga Ave;;0.0;408.0;j3;;YYYYYYY;;;GY;;2003.0;;0.0;A -;70A-Reg. Sticker Expired (NYS);;;
